Test-Train Split (%),Max_depth,Min_Sample_Split,Time taken to train classifier (sec),Memory used (MB),CPU used,Accuracy Score,Precision Score,F1-Score,Recall Score
30.0,3,5,0.0022630691528320312,0.0,0.0,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,3,6,0.0023546218872070312,0.0,0.0,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,3,7,0.0022580623626708984,0.0,80.9,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,3,8,0.0022962093353271484,0.0,0.0,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,3,9,0.00229644775390625,0.0,79.6,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,3,10,0.002273082733154297,0.0,0.0,0.9777777777777777,0.9790123456790124,0.9775661375661375,0.9777777777777777
30.0,4,2,0.0028276443481445312,0.0,76.6,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,3,0.0028035640716552734,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,4,0.002697467803955078,0.0,77.3,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,5,0.008710622787475586,0.0,52.9,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,6,0.0027184486389160156,0.0,77.8,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,7,0.0027000904083251953,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,8,0.003986358642578125,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,9,0.002699613571166992,0.0,77.3,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,4,10,0.0045452117919921875,0.0,68.1,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,2,0.0028564929962158203,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,3,0.002817392349243164,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,4,0.0026941299438476562,0.0,77.4,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,5,0.0026159286499023438,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,6,0.0026481151580810547,0.0,77.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,7,0.0026712417602539062,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,8,0.002631664276123047,0.0,78.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,9,0.002629995346069336,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,5,10,0.0026209354400634766,0.0,78.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,2,0.002840757369995117,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,3,0.002778291702270508,0.0,77.1,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,4,0.0026950836181640625,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,5,0.0026302337646484375,0.0,78.4,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,6,0.0027244091033935547,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,7,0.0026695728302001953,0.0,77.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,8,0.002601146697998047,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,9,0.0026323795318603516,0.0,78.4,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,6,10,0.006855010986328125,0.0,58.7,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,2,0.002894163131713867,0.0,76.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
